station_origin,Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All Saints,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal,All
North Harrow,,,,12.0,12.0,,,1.0,,14.0,,,1.0,27.0,6.0,74.0,15.0,8.0,,,2.0,,,,,6.0,8.0,17.0,6.0,,32.0,,,2.0,,,,,8.0,,3.0,,,,,,,,4.0,,,,11.0,23.0,49.0,17.0,8.0,,3.0,,,2.0,,23.0,13.0,1.0,,,,,3.0,,,,,3.0,,,,,9.0,,,2.0,,,,,,,,,,,,,5.0,,,11.0,4.0,,3.0,,,4.0,,14.0,,11.0,,,17.0,,,,,16.0,,33.0,,11.0,,12.0,,,7.0,,1.0,,9.0,,,,,,,14.0,37.0,,,,,,,,,27.0,,,,,,,,53.0,,,,,,,,,,10.0,,35.0,,2.0,31.0,5.0,4.0,,,,,,,,6.0,,,,,3.0,,,,7.0,,,,8.0,,,,44.0,6.0,12.0,5.0,3.0,5.0,,,16.0,,3.0,,,,,61.0,35.0,,,,3.0,3.0,,13.0,12.0,,,6.0,,4.0,31.0,,,,5.0,,,,,,8.0,,,,,22.0,10.0,8.0,,10.0,,22.0,,5.0,57.0,31.0,,,,,,22.0,10.0,11.0,,,,5.0,,,,5.0,,3.0,4.0,,6.0,,,8.0,,5.0,,,,,3.0,,2.0,,3.0,10.0,,14.0,,,16.0,1.0,,,14.0,,,,,,22.0,,,,,,,,,,16.0,,20.0,11.0,20.0,,,4.0,,4.0,4.0,,,48.0,,,,,,8.0,,12.0,,,2.0,6.0,29.0,6.0,1.0,,13.0,,,,2.0,,,,,,13.0,22.0,41.0,8.0,,,,,,26.0,,31.0,4.0,,,,31.0,,,,,8.0,17.0,,,,,,4.0,,23.0,,,22.0,4.0,10.0,8.0,,4.0,4.0,,,,,,1915.0
North Wembley,,2.0,,7.0,,,,,,8.0,3.0,,,15.0,,40.0,8.0,4.0,,,1.0,,,0.0,,3.0,4.0,9.0,3.0,,18.0,3.0,,1.0,,,,,4.0,,,2.0,3.0,,,,,1.0,,2.0,,5.0,7.0,12.0,26.0,9.0,5.0,1.0,,1.0,,,,12.0,7.0,,,,,,,,2.0,6.0,,,,,,,5.0,,1.0,,,,,,,,,2.0,,2.0,,,,,,9.0,,,2.0,,3.0,,,9.0,,6.0,,,9.0,,,,16.0,9.0,,19.0,,,3.0,6.0,,,6.0,,,,7.0,,,7.0,,3.0,,,21.0,,,8.0,3.0,,1.0,,,,,5.0,,7.0,,1.0,7.0,,1.0,,2.0,,,,,,,8.0,,18.0,,,17.0,4.0,2.0,2.0,,,,,,,3.0,,,3.0,,2.0,2.0,4.0,4.0,,2.0,7.0,2.0,,1.0,2.0,,25.0,,7.0,3.0,2.0,,,,8.0,,1.0,,2.0,,,33.0,18.0,,,,2.0,,,7.0,7.0,,6.0,3.0,,,17.0,1.0,,,,,1.0,1.0,,,4.0,,,,,,,,,8.0,,12.0,,,31.0,21.0,,4.0,1.0,,,12.0,6.0,,,,,,,,4.0,5.0,1.0,,,,,,,5.0,6.0,,,,,,,,,,,6.0,,7.0,,,15.0,,,,9.0,,2.0,,1.0,,15.0,7.0,,,,1.0,,,,,9.0,,11.0,,11.0,,,,,2.0,2.0,,5.0,24.0,,,,,,,,6.0,,,,3.0,16.0,3.0,,,7.0,,,,1.0,,,,2.0,1.0,,12.0,24.0,4.0,,,,,,15.0,3.0,17.0,,2.0,2.0,18.0,,,8.0,,,4.0,10.0,,,,,,,,12.0,,,12.0,,12.0,5.0,,2.0,,,,,,,1089.0
Northfields,,,35.0,16.0,16.0,,6.0,,,17.0,6.0,2.0,1.0,33.0,8.0,99.0,18.0,9.0,,17.0,3.0,,,,6.0,8.0,10.0,23.0,6.0,,43.0,9.0,43.0,2.0,,,,,12.0,,4.0,,,,,,,,5.0,,,,15.0,32.0,64.0,21.0,11.0,,,,,,4.0,31.0,18.0,,,,,18.0,,6.0,,,4.0,,,1.0,4.0,2.0,12.0,,,,,,,,1.0,,,,,,,,,35.0,13.0,26.0,8.0,3.0,4.0,,7.0,2.0,,19.0,,15.0,,,24.0,,,,33.0,19.0,,40.0,4.0,10.0,,13.0,,,16.0,,,,20.0,4.0,3.0,16.0,,,,18.0,55.0,,,,,,,,1.0,74.0,5.0,,,,,,,9.0,,7.0,,4.0,4.0,10.0,4.0,,2.0,20.0,,38.0,3.0,1.0,42.0,8.0,5.0,,,,8.0,10.0,4.0,,9.0,1.0,,,,4.0,,,,8.0,,,6.0,6.0,,,,54.0,3.0,21.0,10.0,5.0,,,7.0,22.0,,3.0,,4.0,,,78.0,49.0,,,,,4.0,,17.0,17.0,,13.0,8.0,,,39.0,3.0,8.0,,,,,,,5.0,11.0,,,,3.0,5.0,,,,19.0,1.0,27.0,9.0,7.0,76.0,47.0,13.0,11.0,,,,31.0,15.0,,3.0,,,,,,10.0,,,,,15.0,2.0,,,10.0,21.0,2.0,,,,,4.0,,1.0,,2.0,13.0,,16.0,,,,3.0,,,25.0,,,65.0,,2.0,44.0,,,,,,,,5.0,2.0,23.0,,31.0,11.0,26.0,8.0,,,,5.0,5.0,,,56.0,,,2.0,2.0,,8.0,,17.0,,,3.0,9.0,38.0,6.0,1.0,,17.0,2.0,,15.0,3.0,,,,,3.0,9.0,34.0,67.0,8.0,,,,,,35.0,,45.0,,,,,12.0,,23.0,,,9.0,15.0,1.0,,8.0,,,7.0,,34.0,,,28.0,3.0,,14.0,3.0,5.0,9.0,,2.0,,,,2953.0
Northolt,,,13.0,21.0,22.0,,,,,24.0,8.0,3.0,2.0,44.0,11.0,134.0,25.0,14.0,,,,,,2.0,8.0,10.0,14.0,30.0,8.0,,60.0,11.0,,3.0,,4.0,,,15.0,,5.0,,,,,2.0,,,7.0,,,,20.0,42.0,88.0,30.0,,,,,,,6.0,41.0,23.0,,,,,9.0,,7.0,,,5.0,6.0,,,6.0,3.0,16.0,,,,,,,,2.0,3.0,,,2.0,,,,,28.0,,28.0,14.0,5.0,6.0,,9.0,,3.0,25.0,,19.0,1.0,,31.0,,,,45.0,,1.0,56.0,6.0,12.0,,19.0,,,19.0,,2.0,,22.0,6.0,,22.0,,,,23.0,68.0,47.0,,,,,,,1.0,54.0,7.0,,21.0,,,,,,,,,,,,6.0,,3.0,24.0,,54.0,4.0,,56.0,13.0,7.0,,,,,,,,,,,,,5.0,,,,12.0,,,4.0,8.0,,5.0,,74.0,,25.0,9.0,6.0,10.0,,6.0,28.0,,5.0,,5.0,,,107.0,63.0,,,2.0,5.0,5.0,,,24.0,,17.0,11.0,,,53.0,4.0,11.0,,,,,2.0,28.0,,15.0,,,,,,,,,26.0,,38.0,,9.0,103.0,60.0,,13.0,,,15.0,40.0,19.0,,4.0,,,,,,12.0,10.0,,,11.0,9.0,,,1.0,14.0,17.0,,,,,,5.0,,,6.0,,18.0,,23.0,,,45.0,3.0,,,29.0,2.0,,,,,49.0,,,13.0,,4.0,2.0,,6.0,3.0,29.0,,38.0,14.0,36.0,5.0,,,,7.0,7.0,,,80.0,,,,,,10.0,,22.0,,,5.0,12.0,52.0,9.0,1.0,,23.0,3.0,,8.0,4.0,3.0,2.0,,,5.0,10.0,41.0,79.0,12.0,,,,,,48.0,6.0,56.0,,,,,,5.0,26.0,,,13.0,19.0,,,,5.0,,7.0,,42.0,34.0,,38.0,4.0,,18.0,3.0,7.0,,,2.0,,3.0,,3587.0
Northwick Park,,,6.0,12.0,12.0,,4.0,1.0,,14.0,4.0,2.0,1.0,28.0,6.0,74.0,15.0,8.0,1.0,6.0,2.0,,,1.0,,6.0,8.0,17.0,6.0,,33.0,6.0,2.0,2.0,,2.0,,,8.0,,3.0,,,,,,,,4.0,,,,11.0,23.0,48.0,16.0,8.0,,3.0,,,2.0,,23.0,13.0,1.0,,,,,2.0,4.0,,,3.0,3.0,,,,2.0,9.0,,,2.0,,,,,1.0,2.0,,,,,,,6.0,11.0,3.0,11.0,3.0,3.0,3.0,,4.0,4.0,,15.0,,11.0,1.0,,17.0,,,,,16.0,0.0,34.0,,12.0,,12.0,,,7.0,,1.0,,9.0,,1.0,,,,,15.0,38.0,,,,,,,,1.0,24.0,,,,,,,,66.0,,2.0,,,,4.0,,,2.0,10.0,,35.0,2.0,2.0,32.0,5.0,4.0,,,1.0,2.0,2.0,1.0,,6.0,2.0,,,,3.0,,,,7.0,,,,9.0,,,,45.0,7.0,12.0,5.0,3.0,5.0,,3.0,16.0,,3.0,,3.0,,,61.0,35.0,,,,3.0,3.0,,13.0,12.0,,10.0,6.0,,3.0,31.0,2.0,,,6.0,,,1.0,6.0,2.0,8.0,4.0,,3.0,,,6.0,4.0,,10.0,1.0,22.0,1.0,5.0,59.0,32.0,6.0,5.0,,,,23.0,10.0,4.0,2.0,,,11.0,,,5.0,,,3.0,4.0,,6.0,,1.0,9.0,8.0,3.0,,,,,3.0,,2.0,,3.0,10.0,,14.0,,,17.0,1.0,,,14.0,1.0,,2.0,,4.0,22.0,,,,,2.0,1.0,,3.0,2.0,16.0,,20.0,12.0,20.0,,,5.0,,4.0,3.0,,,47.0,,,2.0,,,9.0,,12.0,,,2.0,6.0,29.0,6.0,,,13.0,2.0,,4.0,2.0,,,,,3.0,12.0,22.0,42.0,8.0,,,1.0,,,27.0,3.0,31.0,3.0,,,,50.0,,10.0,,,7.0,19.0,3.0,,3.0,,,4.0,,23.0,,,22.0,5.0,11.0,8.0,,4.0,4.0,,1.0,,1.0,,2122.0
Northwood,,,6.0,13.0,13.0,,4.0,2.0,,15.0,5.0,,1.0,27.0,6.0,78.0,16.0,9.0,,7.0,,,,,,6.0,8.0,17.0,6.0,,33.0,,,2.0,,,,,9.0,,,,,,,,,,4.0,,,,12.0,25.0,54.0,18.0,9.0,,3.0,,,4.0,,24.0,13.0,1.0,,,,,6.0,4.0,,,,,,,,,9.0,,,5.0,,,,,1.0,,,,,,,,4.0,,3.0,12.0,4.0,3.0,4.0,,4.0,3.0,,14.0,,11.0,,,18.0,,,,,16.0,,35.0,,10.0,,12.0,,,8.0,,1.0,,10.0,,,,,,,14.0,38.0,,,,,,,,,28.0,,,,5.0,,,,21.0,,,,,,,,,,10.0,,36.0,,2.0,32.0,5.0,4.0,,,,,,,,6.0,2.0,,,,,2.0,,,7.0,,,,7.0,,,,45.0,5.0,13.0,5.0,3.0,,,,16.0,,3.0,,,,,64.0,37.0,,,,,,,13.0,12.0,,10.0,7.0,,16.0,32.0,3.0,,,4.0,,,,,,9.0,3.0,,,,12.0,,20.0,,11.0,,23.0,,,58.0,32.0,6.0,,,,,23.0,10.0,6.0,,,,3.0,,,,5.0,,2.0,,,4.0,,,8.0,,11.0,,,,,3.0,,2.0,,3.0,11.0,,15.0,,,17.0,1.0,,,14.0,,,,,,23.0,,,,,3.0,,,,,17.0,,21.0,11.0,21.0,,,4.0,,4.0,,,2.0,53.0,,,2.0,,,8.0,,12.0,,,3.0,7.0,29.0,6.0,,,14.0,,,4.0,,,,,,3.0,12.0,23.0,43.0,9.0,,,,,,27.0,3.0,32.0,9.0,,,4.0,23.0,,11.0,,,8.0,16.0,2.0,,,,,4.0,,24.0,11.0,,23.0,4.0,10.0,9.0,,4.0,4.0,,,,,,2028.0
Northwood Hills,,,5.0,9.0,9.0,,,1.0,,11.0,3.0,,,20.0,,56.0,11.0,6.0,,,1.0,,,,,4.0,6.0,13.0,,,24.0,,,1.0,,,,,6.0,,2.0,,,,,,,,3.0,,,,8.0,18.0,38.0,13.0,6.0,,2.0,,,2.0,,17.0,10.0,1.0,,,,3.0,3.0,,,,,2.0,,,,,7.0,,,3.0,,,,,,1.0,,,,,,,3.0,,3.0,8.0,,2.0,3.0,,,2.0,,10.0,,8.0,,,13.0,,,,,12.0,,25.0,,7.0,,9.0,,,6.0,,1.0,,7.0,,,,,,,11.0,27.0,,,,,,,,,20.0,,,,,,,,18.0,,,,,,,,,,7.0,,26.0,,1.0,23.0,4.0,3.0,,,,,,1.0,,4.0,1.0,,,,2.0,,,,5.0,,,,5.0,,,,33.0,4.0,9.0,4.0,3.0,3.0,,2.0,12.0,,,,,,,46.0,27.0,,,,2.0,2.0,,10.0,9.0,,7.0,5.0,,7.0,23.0,,,,3.0,,,,,,7.0,3.0,,,,10.0,24.0,,,8.0,,17.0,,,42.0,23.0,4.0,4.0,,,,16.0,8.0,7.0,,,,3.0,,,,4.0,,2.0,,,3.0,,,,7.0,6.0,,,,,2.0,,1.0,,2.0,8.0,,11.0,,,12.0,1.0,,,10.0,,,2.0,,,16.0,,,,,,,,,,12.0,,15.0,8.0,15.0,,,3.0,,,3.0,,,38.0,,,,1.0,,6.0,,9.0,,,2.0,5.0,21.0,4.0,,,10.0,,,3.0,2.0,,,,,,9.0,17.0,31.0,6.0,,,,,,20.0,,23.0,5.0,,,3.0,18.0,,8.0,,,6.0,12.0,1.0,,,,,3.0,,17.0,,,17.0,3.0,7.0,6.0,,3.0,3.0,,,,,,1451.0
Norwood Junction,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,9.0,,15.0,,101.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,9.0,,,,,,15.0,11.0,,7.0,8.0,,,,11.0,,,,,,,,,,,,,,,,,,73.0,,,,,,10.0,8.0,,,,,13.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,16.0,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,,,,,,,,,,,,,7.0,,,,,,,,,,,,4.0,,,,,,,,,,41.0,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,59.0,,,,,,,,,,,,,,75.0,,14.0,,,,,,,,,,678.0
Notting Hill Gate,,,9.0,21.0,21.0,,3.0,0.0,,27.0,8.0,2.0,2.0,69.0,10.0,146.0,26.0,10.0,1.0,23.0,29.0,,,1.0,9.0,10.0,12.0,35.0,6.0,,114.0,12.0,3.0,2.0,,4.0,2.0,,14.0,,4.0,,,,1.0,2.0,,,8.0,,,,24.0,39.0,75.0,24.0,17.0,,1.0,,,1.0,6.0,53.0,32.0,0.0,,0.0,,7.0,1.0,7.0,,,5.0,5.0,,1.0,5.0,3.0,22.0,,,,,,,,1.0,2.0,,,1.0,,,,3.0,15.0,4.0,67.0,11.0,4.0,4.0,,10.0,,2.0,48.0,,21.0,1.0,,41.0,,,1.0,62.0,34.0,0.0,60.0,5.0,13.0,,18.0,,,30.0,,1.0,,63.0,6.0,,30.0,,,0.0,33.0,106.0,4.0,,17.0,,,,,1.0,78.0,7.0,,7.0,9.0,,,4.0,5.0,,3.0,,2.0,2.0,4.0,5.0,,2.0,122.0,,56.0,3.0,,77.0,77.0,7.0,,,1.0,2.0,2.0,1.0,,17.0,,,,,6.0,3.0,,,13.0,,3.0,4.0,7.0,,6.0,,92.0,3.0,42.0,13.0,7.0,36.0,,7.0,40.0,,3.0,,4.0,,,111.0,68.0,,,1.0,8.0,5.0,,25.0,54.0,,29.0,9.0,2.0,,55.0,3.0,14.0,,3.0,,,1.0,16.0,,12.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,,,1.0,38.0,2.0,9.0,178.0,138.0,5.0,19.0,,,2.0,59.0,23.0,1.0,3.0,,,1.0,,,15.0,12.0,,1.0,78.0,12.0,1.0,,1.0,20.0,13.0,1.0,,,,,,,,1.0,,23.0,,19.0,,,123.0,,,,49.0,1.0,,3.0,,1.0,109.0,1.0,,1.0,,3.0,2.0,,6.0,2.0,34.0,,50.0,18.0,41.0,5.0,,2.0,,6.0,7.0,,4.0,63.0,,,1.0,1.0,,11.0,,27.0,,0.0,4.0,10.0,78.0,7.0,1.0,,24.0,3.0,,8.0,3.0,2.0,,1.0,,4.0,5.0,48.0,115.0,9.0,,,1.0,,,69.0,12.0,69.0,1.0,,,5.0,11.0,3.0,50.0,,0.0,11.0,19.0,0.0,,15.0,1.0,,11.0,,55.0,50.0,,36.0,3.0,22.0,16.0,3.0,5.0,,,2.0,,2.0,,4947.0
Oakwood,,,3.0,12.0,12.0,,1.0,,,14.0,4.0,8.0,2.0,22.0,5.0,73.0,15.0,8.0,,5.0,,,,1.0,5.0,5.0,8.0,15.0,6.0,,27.0,6.0,1.0,7.0,,,,,7.0,,,,,,,,,,6.0,,,,11.0,22.0,48.0,17.0,,,,,,,3.0,23.0,12.0,,,,,2.0,,3.0,,,2.0,,,9.0,3.0,,9.0,,,,,,,,1.0,2.0,,,,,,,,6.0,,9.0,3.0,,3.0,,,,1.0,11.0,,10.0,,,15.0,,,,26.0,15.0,,34.0,,6.0,,18.0,,,6.0,,1.0,,8.0,3.0,,12.0,,,,13.0,32.0,2.0,,6.0,,,,,,18.0,4.0,,,,,,,4.0,,1.0,,1.0,1.0,2.0,3.0,,,8.0,,42.0,,,31.0,4.0,5.0,,,,1.0,1.0,1.0,,5.0,,,,,3.0,,,,7.0,,,1.0,4.0,,,,46.0,2.0,11.0,4.0,3.0,4.0,,2.0,14.0,,,,,,,61.0,33.0,,,,2.0,6.0,,,10.0,,8.0,6.0,,,31.0,2.0,6.0,,,,,,4.0,,8.0,,,1.0,,3.0,,,,8.0,,22.0,1.0,5.0,50.0,25.0,,4.0,,,,20.0,9.0,,2.0,,,,,,4.0,4.0,,,4.0,,,,,7.0,6.0,,,,,,,,,,,10.0,,19.0,,,12.0,,,,12.0,,,1.0,,,19.0,,,,,,,,,18.0,15.0,,18.0,7.0,19.0,,,1.0,,,3.0,,,52.0,,,1.0,,,5.0,,,,,,6.0,26.0,7.0,,,12.0,2.0,,3.0,6.0,,,,,3.0,4.0,19.0,36.0,9.0,,,,,,26.0,3.0,28.0,,,,,7.0,,8.0,,,8.0,,,,,,,3.0,,21.0,8.0,,23.0,2.0,,7.0,,11.0,3.0,,,,,,1773.0
Old Street,,,4.0,68.0,63.0,,1.0,0.0,,90.0,8.0,2.0,2.0,49.0,9.0,484.0,96.0,11.0,1.0,7.0,3.0,,,1.0,9.0,17.0,27.0,64.0,6.0,,57.0,24.0,2.0,2.0,,6.0,2.0,,14.0,,7.0,,,,1.0,2.0,,,10.0,,,,26.0,58.0,108.0,31.0,47.0,,1.0,,,1.0,7.0,69.0,30.0,0.0,,0.0,,3.0,1.0,7.0,,,5.0,5.0,,1.0,4.0,2.0,20.0,,,1.0,,,,,1.0,2.0,,,1.0,,,,2.0,7.0,2.0,14.0,3.0,4.0,5.0,,4.0,1.0,2.0,23.0,,33.0,1.0,,42.0,,,1.0,74.0,41.0,0.0,169.0,4.0,10.0,,21.0,,,9.0,,2.0,,13.0,5.0,1.0,28.0,,,0.0,32.0,66.0,2.0,,7.0,,,,,1.0,26.0,7.0,,3.0,4.0,,,,4.0,,2.0,,1.0,1.0,2.0,4.0,,2.0,12.0,,,3.0,1.0,81.0,6.0,9.0,,,1.0,1.0,1.0,1.0,,9.0,1.0,,,,7.0,2.0,,6.0,13.0,,2.0,2.0,6.0,,3.0,,161.0,2.0,19.0,6.0,8.0,7.0,,4.0,33.0,,5.0,,5.0,,,491.0,157.0,,,1.0,4.0,5.0,,63.0,20.0,,17.0,17.0,2.0,1.0,350.0,3.0,16.0,,2.0,,,1.0,6.0,1.0,16.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,,14.0,1.0,,1.0,12.0,112.0,47.0,3.0,6.0,,,1.0,45.0,16.0,1.0,4.0,,,1.0,,,5.0,7.0,,1.0,6.0,4.0,1.0,,1.0,14.0,7.0,1.0,0.0,,,,4.0,,1.0,0.0,1.0,30.0,,20.0,,,19.0,2.0,,,22.0,2.0,,1.0,,1.0,32.0,1.0,,1.0,,3.0,2.0,,3.0,2.0,51.0,,42.0,13.0,86.0,2.0,,2.0,,12.0,7.0,,2.0,92.0,,,1.0,0.0,,8.0,,37.0,,0.0,3.0,9.0,62.0,8.0,1.0,,60.0,3.0,,3.0,3.0,2.0,1.0,1.0,,5.0,4.0,34.0,76.0,11.0,,,1.0,,,67.0,5.0,84.0,1.0,,,3.0,9.0,1.0,12.0,,0.0,15.0,14.0,0.0,,4.0,0.0,,5.0,,52.0,11.0,,85.0,3.0,9.0,8.0,1.0,6.0,5.0,,2.0,,2.0,,5368.0
Osterley,,,10.0,8.0,8.0,,3.0,,,9.0,,1.0,1.0,16.0,,50.0,9.0,5.0,,7.0,2.0,,,,3.0,4.0,5.0,12.0,3.0,,21.0,,10.0,1.0,,2.0,,,6.0,,,,,,,,,,3.0,,,,7.0,16.0,34.0,11.0,6.0,,,,,,2.0,15.0,9.0,,,,,6.0,,3.0,,,,2.0,,0.0,2.0,,6.0,,,,,,,,,,,,,,,,,13.0,4.0,12.0,4.0,2.0,2.0,,,1.0,,9.0,,8.0,,,12.0,,,,17.0,10.0,,20.0,,5.0,,7.0,,,8.0,,1.0,,9.0,2.0,1.0,8.0,,,,9.0,27.0,2.0,,,,,,,,31.0,,,,,,,,4.0,,6.0,,3.0,3.0,8.0,2.0,,1.0,9.0,,20.0,,1.0,21.0,,2.0,,,,12.0,24.0,5.0,,4.0,1.0,,,,,,,,4.0,,,3.0,3.0,,2.0,,27.0,,10.0,5.0,2.0,,,3.0,11.0,,2.0,,2.0,,,40.0,25.0,,,,2.0,2.0,,9.0,8.0,,6.0,4.0,,,20.0,,4.0,,,,,1.0,7.0,2.0,6.0,,,8.0,,3.0,1.0,,,9.0,1.0,14.0,,4.0,38.0,23.0,5.0,5.0,,,,15.0,8.0,,,,,,,,5.0,,,,,6.0,1.0,,,5.0,10.0,1.0,,,,,2.0,,1.0,,1.0,7.0,,8.0,,,,2.0,,,12.0,,,6.0,,1.0,20.0,,,,,,,,3.0,1.0,11.0,,15.0,5.0,13.0,3.0,,,,2.0,,,,30.0,,,1.0,1.0,,4.0,,8.0,,,,5.0,19.0,3.0,,,9.0,,,6.0,1.0,,,,,2.0,5.0,17.0,32.0,4.0,,,,,,17.0,,22.0,,,,,6.0,,10.0,,,5.0,8.0,,,4.0,,,3.0,,17.0,,,14.0,2.0,,7.0,1.0,2.0,4.0,,,,,,1422.0
